Instance,Income
166491,193242
166492,109192
166493,79169
166494,114290
166495,9291
166496,140271
166497,48991
166498,199417
166499,37372
166500,15615
166501,187438
166502,89795
166503,107020
166504,29271
166505,7799
166506,125963
166507,48188
166508,36694
166509,40954
166510,16805
166511,27167
166512,156254
166513,259198
166514,87627
166515,15944
166516,98449
166517,54739
166518,29287
166519,198511
166520,39548
166521,423927
166522,57795
166523,67250
166524,513997
166525,204236
166526,285132
166527,22278
166528,92011
166529,58933
166530,31584
166531,61890
166532,89215
166533,76516
166534,98158
166535,59782
166536,275397
166537,25071
166538,48208
166539,540378
166540,47775
166541,125969
166542,245903
166543,35853
166544,77720
166545,29625
166546,256022
166547,57212
166548,116246
166549,781315
166550,125347
166551,5490
166552,30817
166553,36096
166554,27194
166555,205560
166556,54615
166557,34823
166558,249904
166559,38866
166560,22051
166561,86586
166562,22829
166563,45084
166564,138372
166565,188713
166566,13455
166567,33698
166568,92407
166569,22592
166570,43419
166571,10623
166572,13089
166573,56130
166574,19101
166575,23350
166576,24119
166577,514584
166578,43418
166579,22952
166580,18394
166581,40785
166582,100065
166583,28104
166584,154878
166585,21644
166586,108672
166587,383910
166588,78633
166589,133240
166590,228579
166591,46847
166592,193115
166593,43034
166594,189636
166595,74625
166596,11152
166597,110601
166598,148895
166599,109066
166600,41106
166601,34608
166602,238456
166603,67526
166604,19462
166605,130736
166606,23379
166607,45029
166608,216183
166609,72483
166610,193745
166611,43963
166612,222816
166613,79141
166614,113965
166615,249185
166616,18655
166617,304168
166618,523621
166619,98780
166620,41941
166621,136814
166622,209666
166623,56329
166624,60711
166625,112659
166626,64603
166627,110275
166628,104788
166629,41681
166630,72581
166631,22148
166632,218968
166633,30319
166634,459526
166635,123958
166636,16367
166637,69892
166638,50966
166639,62407
166640,116126
166641,77416
166642,122150
166643,50189
166644,48218
166645,16951
166646,38816
166647,9756
166648,53988
166649,64988
166650,52523
166651,92718
166652,26856
166653,46034
166654,52317
166655,87468
166656,206706
166657,28127
166658,15272
166659,37570
166660,147238
166661,20468
166662,243233
166663,41269
166664,340293
166665,72775
166666,205706
166667,101428
166668,65517
166669,215148
166670,211380
166671,374115
166672,77760
166673,98909
166674,40434
166675,72130
166676,73840
166677,107724
166678,19459
166679,34911
166680,366982
166681,18883
166682,14613
166683,39906
166684,30502
166685,107611
166686,81710
166687,32235
166688,12128
166689,27549
166690,55216
166691,88900
166692,126679
166693,5723
166694,48755
166695,31360
166696,27266
166697,36823
166698,71496
166699,36510
166700,181268
166701,84143
166702,41821
166703,291776
166704,159847
166705,40908
166706,277514
166707,336210
166708,147117
166709,683025
166710,99053
166711,160961
166712,20030
166713,45933
166714,48011
166715,204262
166716,10116
166717,53807
166718,21493
166719,19616
166720,31268
166721,98576
166722,71964
166723,200056
166724,55667
166725,46289
166726,37943
166727,62001
166728,38773
166729,48560
166730,119274
166731,72494
166732,297033
166733,24390
166734,218460
166735,25386
166736,22003
166737,225983
166738,22185
166739,18399
166740,47885
166741,235887
166742,43176
166743,45053
166744,27659
166745,536530
166746,205801
166747,218370
166748,40447
166749,87517
166750,256086
166751,211017
166752,62698
166753,73151
166754,117013
166755,137890
166756,55847
166757,34467
166758,37975
166759,13462
166760,68876
166761,26690
166762,15837
166763,148123
166764,32681
166765,45892
166766,42841
166767,236670
166768,59361
166769,221364
166770,232028
166771,77292
166772,83774
166773,11144
166774,58799
166775,85092
166776,45119
166777,30268
166778,33533
166779,151677
166780,51571
166781,11146
166782,203461
166783,286539
166784,369739
166785,169107
166786,32345
166787,28795
166788,60863
166789,28523
166790,400379
166791,30917
166792,22931
166793,34144
166794,100242
166795,130417
166796,30298
166797,84657
166798,14984
166799,2151
166800,44862
166801,26286
166802,164103
166803,55911
166804,17710
166805,140663
166806,81956
166807,68516
166808,24242
166809,45832
166810,75059
166811,33418
166812,50083
166813,209286
166814,63178
166815,40090
166816,61380
166817,260811
166818,49443
166819,6637
166820,55580
166821,134888
166822,131888
166823,204542
166824,43861
166825,24246
166826,54120
166827,83407
166828,146974
166829,217021
166830,12513
166831,97510
166832,177300
166833,96350
166834,45791
166835,79123
166836,777165
166837,307676
166838,325738
166839,75580
166840,13264
166841,94950
166842,52252
166843,47654
166844,52125
166845,219920
166846,40771
166847,607484
166848,22170
166849,26205
166850,86571
166851,119480
166852,76211
166853,87754
166854,25489
166855,88471
166856,759779
166857,28743
166858,41571
166859,29373
166860,112297
166861,13820
166862,97479
166863,17784
166864,104199
166865,45605
166866,487953
166867,45509
166868,84894
166869,114385
166870,27789
166871,158971
166872,33028
166873,155227
166874,27499
166875,39040
166876,376307
166877,463697
166878,162447
166879,31645
166880,75905
166881,63189
166882,80670
166883,185931
166884,41888
166885,32415
166886,95596
166887,213011
166888,56285
166889,42540
166890,42735
166891,92952
166892,63775
166893,69285
166894,1093178
166895,133415
166896,30928
166897,239134
166898,133936
166899,84026
166900,16892
166901,27412
166902,105109
166903,34638
166904,46079
166905,81003
166906,82650
166907,87421
166908,54935
166909,65078
166910,56483
166911,228898
166912,195876
166913,38080
166914,51976
166915,74148
166916,270815
166917,41770
166918,82621
166919,45669
166920,111810
166921,19810
166922,162424
166923,411810
166924,432027
166925,141034
166926,371263
166927,282771
166928,106559
166929,54712
166930,77719
166931,71958
166932,100349
166933,26746
166934,122367
166935,26719
166936,133882
166937,38910
166938,305188
166939,174023
166940,49001
166941,345025
166942,5591
166943,56089
166944,148531
166945,44175
166946,41298
166947,24554
166948,33034
166949,56878
166950,60915
166951,63149
166952,68724
166953,96296
166954,204454
166955,43108
166956,84166
166957,105801
166958,138566
166959,88119
166960,39440
166961,11231
166962,37344
166963,179152
166964,36828
166965,84178
166966,64688
166967,17472
166968,111279
166969,53027
166970,48153
166971,185294
166972,15487
166973,56090
166974,33324
166975,126642
166976,223691
166977,230112
166978,339154
166979,23015
166980,75623
166981,100866
166982,68218
166983,55137
166984,292052
166985,211318
166986,365989
166987,48869
166988,24628
166989,76753
166990,119668
166991,60582
166992,57884
166993,44742
166994,54534
166995,103534
166996,45952
166997,148200
166998,155587
166999,24461
167000,17820
167001,52694
167002,30233
167003,74892
167004,30748
167005,47484
167006,104835
167007,30902
167008,42794
167009,71437
167010,449465
167011,7165
167012,112722
167013,145524
167014,229457
167015,114664
167016,15761
167017,60797
167018,42233
167019,17267
167020,22209
167021,151797
167022,191233
167023,30150
167024,37536
167025,115991
167026,66629
167027,58756
167028,131406
167029,134848
167030,138525
167031,31227
167032,115955
167033,28058
167034,18057
167035,37951
167036,32631
167037,60948
167038,213343
167039,228752
167040,22840
167041,53820
167042,24385
167043,191236
167044,83235
167045,235269
167046,48000
167047,238800
167048,80156
167049,189298
167050,14627
167051,37799
167052,271605
167053,138820
167054,154093
167055,91698
167056,47796
167057,9222
167058,36931
167059,38437
167060,107225
167061,48981
167062,62493
167063,426093
167064,50693
167065,55167
167066,83646
167067,49235
167068,51365
167069,260215
167070,143620
167071,51954
167072,29546
167073,271764
167074,20897
167075,115957
167076,251360
167077,391924
167078,83211
167079,28559
167080,71301
167081,25213
167082,23648
167083,76884
167084,76955
167085,10265
167086,137778
167087,53246
167088,53678
167089,24646
167090,210866
167091,82443
167092,154455
167093,47955
167094,171512
167095,59795
167096,43171
167097,102334
167098,345648
167099,10878
167100,30871
167101,71304
167102,28040
167103,20373
167104,83732
167105,67686
167106,30881
167107,376592
167108,90133
167109,24001
167110,36415
167111,104977
167112,34752
167113,131133
167114,37903
167115,21375
167116,72739
167117,282630
167118,49948
167119,55759
167120,71891
167121,69423
167122,89590
167123,78301
167124,63378
167125,4181
167126,58385
167127,156038
167128,23473
167129,30489
167130,26686
167131,644648
167132,41413
167133,147858
167134,122182
167135,61975
167136,472535
167137,587254
167138,19464
167139,417521
167140,56042
167141,19286
167142,124375
167143,49235
167144,26301
167145,61452
167146,88699
167147,51714
167148,44201
167149,32703
167150,75634
167151,36918
167152,14923
167153,38170
167154,126101
167155,57092
167156,30659
167157,105315
167158,61419
167159,103595
167160,16517
167161,67807
167162,135822
167163,33595
167164,24539
167165,48186
167166,135781
167167,109058
167168,32369
167169,93276
167170,27979
167171,27200
167172,14565
167173,80007
167174,283333
167175,35340
167176,104611
167177,15328
167178,94799
167179,69108
167180,42573
167181,13003
167182,90680
167183,20395
167184,39587
167185,26220
167186,26876
167187,45575
167188,31417
167189,84824
167190,8199
167191,65798
167192,37685
167193,76714
167194,26547
167195,257003
167196,78911
167197,68182
167198,23394
167199,102232
167200,119831
167201,194645
167202,155664
167203,652455
167204,14756
167205,328746
167206,268933
167207,40847
167208,63280
167209,6090
167210,75813
167211,60428
167212,123014
167213,276583
167214,118290
167215,54142
167216,12848
167217,53494
167218,330346
167219,24917
167220,19336
167221,3488
167222,353301
167223,217335
167224,51358
167225,38293
167226,17819
167227,154787
167228,8156
167229,33463
167230,67404
167231,13591
167232,39088
167233,24153
167234,6358
167235,28277
167236,262710
167237,84010
167238,146288
167239,153860
167240,90844
167241,626521
167242,104482
167243,82022
167244,65124
167245,17667
167246,71715
167247,60636
167248,43827
167249,9104
167250,230078
167251,29230
167252,21792
167253,365789
167254,25365
167255,145983
167256,382250
167257,180145
167258,9662
167259,189886
167260,50047
167261,10398
167262,39166
167263,49304
167264,61154
167265,78439
167266,68995
167267,7202
167268,35371
167269,28681
167270,46898
167271,51716
167272,82673
167273,400824
167274,201102
167275,138970
167276,55516
167277,132601
167278,18409
167279,239338
167280,60426
167281,5992
167282,56337
167283,24445
167284,65730
167285,191883
167286,43085
167287,295597
167288,74169
167289,291626
167290,60548
167291,39273
167292,150676
167293,36850
167294,117703
167295,434609
167296,66461
167297,61418
167298,268820
167299,104645
167300,62258
167301,157890
167302,162354
167303,63117
167304,245763
167305,81780
167306,76824
167307,78397
167308,39832
167309,22763
167310,15262
167311,20370
167312,68485
167313,73984
167314,32856
167315,123205
167316,84009
167317,39164
167318,86094
167319,19678
167320,345525
167321,42935
167322,40203
167323,34920
167324,24422
167325,69567
167326,24930
167327,66448
167328,156943
167329,117457
167330,35429
167331,70975
167332,186303
167333,196793
167334,61182
167335,21819
167336,54303
167337,154702
167338,50662
167339,25053
167340,30326
167341,519534
167342,290498
167343,108073
167344,35809
167345,25892
167346,33344
167347,35282
167348,61211
167349,40610
167350,45357
167351,806347
167352,191578
167353,99779
167354,84739
167355,57667
167356,43256
167357,27513
167358,209614
167359,42841
167360,45773
167361,111428
167362,165217
167363,16967
167364,125575
167365,82409
167366,287958
167367,28994
167368,105313
167369,99865
167370,55982
167371,61267
167372,34405
167373,333337
167374,140891
167375,216938
167376,9077
167377,173984
167378,117631
167379,37656
167380,32899
167381,24500
167382,90446
167383,21023
167384,31915
167385,95843
167386,53967
167387,143416
167388,493671
167389,143320
167390,107419
167391,29458
167392,110179
167393,130600
167394,301733
167395,73388
167396,43905
167397,44284
167398,142330
167399,190343
167400,69520
167401,41430
167402,33855
167403,535263
167404,80322
167405,37844
167406,33680
167407,63111
167408,16507
167409,54461
167410,470224
167411,222969
167412,55020
167413,25164
167414,242769
167415,114488
167416,70139
167417,34207
167418,25139
167419,140840
167420,69650
167421,886913
167422,257532
167423,158779
167424,52199
167425,243044
167426,29018
167427,278893
167428,351091
167429,176968
167430,119249
167431,169579
167432,39515
167433,43524
167434,143123
167435,20955
167436,263790
167437,89721
167438,46735
167439,8624
167440,305917
167441,30701
167442,49941
167443,298852
167444,165825
167445,155889
167446,20695
167447,51805
167448,32512
167449,12702
167450,18760
167451,192112
167452,59408
167453,253252
167454,31674
167455,48925
167456,67163
167457,376465
167458,44156
167459,57913
167460,269546
167461,110179
167462,62084
167463,22334
167464,25209
167465,11753
167466,203697
167467,95080
167468,99304
167469,9192
167470,285766
167471,79368
167472,53276
167473,147966
167474,74131
167475,205805
167476,46542
167477,35484
167478,376001
167479,189471
167480,9122
167481,12308
167482,32974
167483,153442
167484,657509
167485,116834
167486,106241
167487,142118
167488,97408
167489,68990
167490,39369
167491,4820
167492,209493
167493,53422
167494,36574
167495,25098
167496,537404
167497,60993
167498,12983
167499,47919
167500,53242
167501,82567
167502,465815
167503,47243
167504,490215
167505,37267
167506,32213
167507,772024
167508,23334
167509,107280
167510,39658
167511,70074
167512,88155
167513,21726
167514,403677
167515,209111
167516,231924
167517,80377
167518,83059
167519,113172
167520,91429
167521,96952
167522,138588
167523,131867
167524,540153
167525,115757
167526,184890
167527,129465
167528,107724
167529,256709
167530,38427
167531,35657
167532,94401
167533,40351
167534,161637
167535,163024
167536,142724
167537,432143
167538,83041
167539,41976
167540,48914
167541,19047
167542,19246
167543,274950
167544,80006
167545,26044
167546,125415
167547,9936
167548,85937
167549,634797
167550,151800
167551,85234
167552,246252
167553,114337
167554,16410
167555,42636
167556,112593
167557,338011
167558,70815
167559,40058
167560,756131
167561,17735
167562,67403
167563,131924
167564,165676
167565,60012
167566,17402
167567,253691
167568,14724
167569,321460
167570,133601
167571,15257
167572,90718
167573,208183
167574,27015
167575,114140
167576,60128
167577,179903
167578,15356
167579,56061
167580,486972
167581,8756
167582,114089
167583,129159
167584,3882
167585,67643
167586,36883
167587,83952
167588,124267
167589,21708
167590,124507
167591,64195
167592,185098
167593,50600
167594,88472
167595,50990
167596,56005
167597,115276
167598,94087
167599,77839
167600,322731
167601,44604
167602,24210
167603,73320
167604,53904
167605,260401
167606,48040
167607,14367
167608,81804
167609,337158
167610,73798
167611,88592
167612,56869
167613,174985
167614,80161
167615,69803
167616,164468
167617,80221
167618,231314
167619,159982
167620,77154
167621,113901
167622,80643
167623,29861
167624,57935
167625,27974
167626,56222
167627,44997
167628,16249
167629,28444
167630,162369
167631,336637
167632,26977
167633,730006
167634,191116
167635,21165
167636,52111
167637,782606
167638,32998
167639,40984
167640,12221
167641,79222
167642,341385
167643,36660
167644,199461
167645,34020
167646,7966
167647,209303
167648,227134
167649,40092
167650,85524
167651,73885
167652,52428
167653,21224
167654,106013
167655,89654
167656,501195
167657,48856
167658,58365
167659,25517
167660,54011
167661,814871
167662,72811
167663,79586
167664,294555
167665,99026
167666,29448
167667,138247
167668,327650
167669,43749
167670,122410
167671,243554
167672,154691
167673,52975
167674,272140
167675,62706
167676,236226
167677,72640
167678,5018
167679,152681
167680,90268
167681,349990
167682,57689
167683,233777
167684,23335
167685,64714
167686,6233
167687,87719
167688,114188
167689,143357
167690,33927
167691,54396
167692,37519
167693,132965
167694,23906
167695,42636
167696,263775
167697,34320
167698,226623
167699,48064
167700,38185
167701,10972
167702,44208
167703,153346
167704,77795
167705,24259
167706,113160
167707,42690
167708,146932
167709,38862
167710,104214
167711,153866
167712,13209
167713,80757
167714,17563
167715,24966
167716,42507
167717,11297
167718,27701
167719,185803
167720,138359
167721,220035
167722,66297
167723,50777
167724,44086
167725,141426
167726,46597
167727,61561
167728,37279
167729,74739
167730,5410
167731,12809
167732,22232
167733,35525
167734,62677
167735,78939
167736,435935
167737,20764
167738,29527
167739,43353
167740,43297
167741,132601
167742,205576
167743,343630
167744,59275
167745,26094
167746,51161
167747,42214
167748,62331
167749,35307
167750,498014
167751,65391
167752,130758
167753,32287
167754,60499
167755,37090
167756,169627
167757,33364
167758,18518
167759,97343
167760,976453
167761,392331
167762,22944
167763,195233
167764,24451
167765,25537
167766,35757
167767,445138
167768,23713
167769,60925
167770,224108
167771,33973
167772,38372
167773,58343
167774,38919
167775,36846
167776,56181
167777,45281
167778,49577
167779,107507
167780,57679
167781,54596
167782,79451
167783,49118
167784,165530
167785,79041
167786,39696
167787,81363
167788,52463
167789,30159
167790,105512
167791,46944
167792,281354
167793,174469
167794,25215
167795,189951
167796,60130
167797,73772
167798,46201
167799,52021
167800,148904
167801,66370
167802,78303
167803,92569
167804,56607
167805,23482
167806,741960
167807,90088
167808,47094
167809,61682
167810,5964
167811,22581
167812,564822
167813,49302
167814,19122
167815,49630
167816,42312
167817,384753
167818,96842
167819,15406
167820,81646
167821,246998
167822,157817
167823,75068
167824,237490
167825,63462
167826,196892
167827,393471
167828,164551
167829,92541
167830,184072
167831,166906
167832,140103
167833,79432
167834,23783
167835,52188
167836,145357
167837,152974
167838,28948
167839,31399
167840,69674
167841,78228
167842,56148
167843,165711
167844,37077
167845,136672
167846,26188
167847,13062
167848,138492
167849,120985
167850,66730
167851,357036
167852,16646
167853,155464
167854,48669
167855,304967
167856,51342
167857,40864
167858,390774
167859,39843
167860,34376
167861,145123
167862,59818
167863,27508
167864,65506
167865,58124
167866,460354
167867,74198
167868,88693
167869,102974
167870,33366
167871,82034
167872,74065
167873,535126
167874,64776
167875,112280
167876,186761
167877,63485
167878,53537
167879,60487
167880,94067
167881,38406
167882,93040
167883,6208
167884,16065
167885,31196
167886,40912
167887,96723
167888,34998
167889,82823
167890,121498
167891,387882
167892,83429
167893,29748
167894,31429
167895,73955
167896,99222
167897,296599
167898,49081
167899,294192
167900,57574
167901,134304
167902,164514
167903,62012
167904,11864
167905,114986
167906,6296
167907,39194
167908,57366
167909,392340
167910,12730
167911,11715
167912,86774
167913,656981
167914,33532
167915,252281
167916,152268
167917,175421
167918,41816
167919,452194
167920,74359
167921,286048
167922,24392
167923,184244
167924,51561
167925,57027
167926,94735
167927,134302
167928,19619
167929,48944
167930,78059
167931,29738
167932,288857
167933,83995
167934,69212
167935,17641
167936,17493
167937,50439
167938,8285
167939,66995
167940,29522
167941,83513
167942,232813
167943,44883
167944,135559
167945,57573
167946,24826
167947,77295
167948,20504
167949,40011
167950,61454
167951,10367
167952,187012
167953,141901
167954,37979
167955,34671
167956,49428
167957,75475
167958,60502
167959,76158
167960,40813
167961,85027
167962,80586
167963,195004
167964,214554
167965,19691
167966,47235
167967,185404
167968,48462
167969,3477
167970,120277
167971,192262
167972,39631
167973,9304
167974,97653
167975,312168
167976,665215
167977,66679
167978,268483
167979,284429
167980,56428
167981,80855
167982,61891
167983,89345
167984,38256
167985,33048
167986,72139
167987,72036
167988,54856
167989,552023
167990,729733
167991,58812
167992,82656
167993,95201
167994,142470
167995,37511
167996,60205
167997,143567
167998,45448
167999,55184
168000,185707
168001,55560
168002,20259
168003,157617
168004,50146
168005,43748
168006,69220
168007,26312
168008,67054
168009,92429
168010,10635
168011,63827
168012,77058
168013,139774
168014,22094
168015,49446
168016,33184
168017,310377
168018,196568
168019,22073
168020,13384
168021,105517
168022,52771
168023,16472
168024,15030
168025,459088
168026,234364
168027,62972
168028,197739
168029,203294
168030,9154
168031,9656
168032,160590
168033,60748
168034,15690
168035,24124
168036,95721
168037,38644
168038,388713
168039,296278
168040,13843
168041,41395
168042,16980
168043,58028
168044,26037
168045,111542
168046,23812
168047,414720
168048,176537
168049,30506
168050,172809
168051,66268
168052,81706
168053,47402
168054,64840
168055,11851
168056,89044
168057,50569
168058,30816
168059,19943
168060,45466
168061,26159
168062,21489
168063,35019
168064,50541
168065,558326
168066,171113
168067,34010
168068,9453
168069,24736
168070,38196
168071,18488
168072,13769
168073,333063
168074,35040
168075,31428
168076,108333
168077,43225
168078,691603
168079,443067
168080,199094
168081,43840
168082,300120
168083,44093
168084,309277
168085,8999
168086,87354
168087,253330
168088,63497
168089,259648
168090,214092
168091,63986
168092,36355
168093,233101
168094,12413
168095,50672
168096,16025
168097,57624
168098,46498
168099,42150
168100,3614
168101,145368
168102,21537
168103,63797
168104,43310
168105,313089
168106,23396
168107,146527
168108,58084
168109,233459
168110,186216
168111,53839
168112,41169
168113,75852
168114,85874
168115,39736
168116,44704
168117,37288
168118,70451
168119,110122
168120,121910
168121,34170
168122,41783
168123,110931
168124,36194
168125,118007
168126,9659
168127,96799
168128,99534
168129,35155
168130,27870
168131,6776
168132,114655
168133,233467
168134,43485
168135,162306
168136,85354
168137,98060
168138,117256
168139,44435
168140,75211
168141,40718
168142,19709
168143,26261
168144,73761
168145,789044
168146,10125
168147,73746
168148,117693
168149,14666
168150,107089
168151,146199
168152,13023
168153,84181
168154,95240
168155,37528
168156,32413
168157,33550
168158,922389
168159,89710
168160,117967
168161,56128
168162,81038
168163,26354
168164,50296
168165,61613
168166,147666
168167,31958
168168,96044
168169,183165
168170,60018
168171,16053
168172,76755
168173,111474
168174,54558
168175,65142
168176,55600
168177,177342
168178,90914
168179,59100
168180,59266
168181,292067
168182,146952
168183,26737
168184,58683
168185,20476
168186,166499
168187,275470
168188,88755
168189,746356
168190,70720
168191,32570
168192,181454
168193,88152
168194,90913
168195,97042
168196,14311
168197,321616
168198,26026
168199,688194
168200,112656
168201,93465
168202,59768
168203,20753
168204,180744
168205,19151
168206,11825
168207,48312
168208,25533
168209,32614
168210,27917
168211,74507
168212,61075
168213,54719
168214,31318
168215,46376
168216,37200
168217,565075
168218,107447
168219,228037
168220,176160
168221,132858
168222,26623
168223,9749
168224,9672
168225,254909
168226,98230
168227,86728
168228,108006
168229,66790
168230,219735
168231,132719
168232,152267
168233,27287
168234,15452
168235,36165
168236,82312
168237,53613
168238,51423
168239,76409
168240,160601
168241,187616
168242,34915
168243,23283
168244,82291
168245,229760
168246,116401
168247,256258
168248,389238
168249,320602
168250,25574
168251,34778
168252,49572
168253,50830
168254,126586
168255,68160
168256,22231
168257,673173
168258,170200
168259,9869
168260,107180
168261,426054
168262,16685
168263,102101
168264,45346
168265,133423
168266,34105
168267,187264
168268,30562
168269,68017
168270,30894
168271,274715
168272,15054
168273,432286
168274,45038
168275,97206
168276,22724
168277,40793
168278,305821
168279,157608
168280,101842
168281,95126
168282,282461
168283,89270
168284,371424
168285,202794
168286,149070
168287,274128
168288,144970
168289,82532
168290,16356
168291,144760
168292,42258
168293,186153
168294,51288
168295,35167
168296,54818
168297,226094
168298,90092
168299,43468
168300,16000
168301,131226
168302,68184
168303,21337
168304,7704
168305,19455
168306,68615
168307,47428
168308,191060
168309,81159
168310,61893
168311,40235
168312,64225
168313,109338
168314,25936
168315,53631
168316,67420
168317,27266
168318,135089
168319,88625
168320,156726
168321,33813
168322,41445
168323,52874
168324,81360
168325,116701
168326,24803
168327,103847
168328,67768
168329,265537
168330,244014
168331,219286
168332,45922
168333,166638
168334,6086
168335,27025
168336,710661
168337,39695
168338,310639
168339,14683
168340,10418
168341,285671
168342,859208
168343,19699
168344,72039
168345,184602
168346,92873
168347,100946
168348,156663
168349,147036
168350,38646
168351,27780
168352,22988
168353,192093
168354,34449
168355,88512
168356,154806
168357,46561
168358,345157
168359,8042
168360,41490
168361,39403
168362,10589
168363,48797
168364,135844
168365,15276
168366,21800
168367,261036
168368,320306
168369,117688
168370,232006
168371,66808
168372,183959
168373,35047
168374,132498
168375,308763
168376,465910
168377,461005
168378,4946
168379,174251
168380,55051
168381,209813
168382,62610
168383,47127
168384,33498
168385,69380
168386,50867
168387,445530
168388,265085
168389,149212
168390,70442
168391,25260
168392,16290
168393,156212
168394,99244
168395,10971
168396,231419
168397,719305
168398,30491
168399,57447
168400,39425
168401,55415
168402,64025
168403,429518
168404,259064
168405,18394
168406,23767
168407,117654
168408,65880
168409,20744
168410,61632
168411,64440
168412,6241
168413,73548
168414,118364
168415,9107
168416,27018
168417,179510
168418,80857
168419,48951
168420,246626
168421,111865
168422,46292
168423,38980
168424,12188
168425,87118
168426,125990
168427,33238
168428,38949
168429,388333
168430,18561
168431,65830
168432,35641
168433,213383
168434,63743
168435,382294
168436,79842
168437,32322
168438,82635
168439,57121
168440,58906
168441,55561
168442,98181
168443,150958
168444,89208
168445,142761
168446,308151
168447,69427
168448,76194
168449,35304
168450,60916
168451,74690
168452,43323
168453,107916
168454,63085
168455,88607
168456,20350
168457,10358
168458,38241
168459,60770
168460,119432
168461,63878
168462,32396
168463,27464
168464,105127
168465,17431
168466,90003
168467,76292
168468,34050
168469,122638
168470,137842
168471,59330
168472,121198
168473,26926
168474,53912
168475,149233
168476,40501
168477,53516
168478,397972
168479,65707
168480,158482
168481,172947
168482,141063
168483,48933
168484,25689
168485,45810
168486,71064
168487,58832
168488,20642
168489,20542
168490,107537
168491,176787
168492,32019
168493,49067
168494,100831
168495,46854
168496,46914
168497,311045
168498,35389
168499,18139
168500,10283
168501,40551
168502,105424
168503,41635
168504,85283
168505,77605
168506,329178
168507,31446
168508,475749
168509,16727
168510,282446
168511,74531
168512,69088
168513,16273
168514,34282
168515,51960
168516,177025
168517,41243
168518,58631
168519,35019
168520,86405
168521,30882
168522,55775
168523,87409
168524,147726
168525,169108
168526,48020
168527,40771
168528,360572
168529,61938
168530,38252
168531,23705
168532,29937
168533,23918
168534,90603
168535,25831
168536,34013
168537,11938
168538,13820
168539,63095
168540,94021
168541,74726
168542,143292
168543,55456
168544,19389
168545,16418
168546,34118
168547,77064
168548,41849
168549,13751
168550,60673
168551,90735
168552,63458
168553,29153
168554,271860
168555,75386
168556,16781
168557,29275
168558,26753
168559,8788
168560,23695
168561,35617
168562,37957
168563,74174
168564,191731
168565,505686
168566,43064
168567,71796
168568,18688
168569,33194
168570,35663
168571,20994
168572,71409
168573,12934
168574,161897
168575,486802
168576,59266
168577,104244
168578,115752
168579,139608
168580,18217
168581,149249
168582,60301
168583,62962
168584,68520
168585,16451
168586,146664
168587,475396
168588,90391
168589,294864
168590,7514
168591,44196
168592,217499
168593,58980
168594,34028
168595,31259
168596,33613
168597,106221
168598,66953
168599,5250
168600,92805
168601,37522
168602,211433
168603,85275
168604,156111
168605,96620
168606,514913
168607,80609
168608,74039
168609,57485
168610,112747
168611,81521
168612,54982
168613,193084
168614,65403
168615,160251
168616,218808
168617,20841
168618,225908
168619,61136
168620,48099
168621,63402
168622,196133
168623,117389
168624,101569
168625,64459
168626,62731
168627,22461
168628,114141
168629,16473
168630,62869
168631,215064
168632,34619
168633,125101
168634,367563
168635,145867
168636,116955
168637,148997
168638,35704
168639,19184
168640,7228
168641,64828
168642,58296
168643,48113
168644,82764
168645,102023
168646,18472
168647,40076
168648,65510
168649,37324
168650,270300
168651,104707
168652,65623
168653,61509
168654,6034
168655,109434
168656,120784
168657,26006
168658,349153
168659,343473
168660,65495
168661,35203
168662,71234
168663,45528
168664,36587
168665,5592
168666,176646
168667,76189
168668,102004
168669,51150
168670,158038
168671,65510
168672,20246
168673,284474
168674,73749
168675,41096
168676,81240
168677,117261
168678,29018
168679,83639
168680,123058
168681,87845
168682,56976
168683,227304
168684,203947
168685,64092
168686,6732
168687,208831
168688,74428
168689,416054
168690,18394
168691,9217
168692,148735
168693,722335
168694,441010
168695,9228
168696,48350
168697,152063
168698,685894
168699,228548
168700,124373
168701,89972
168702,118330
168703,196317
168704,61195
168705,95388
168706,38936
168707,151938
168708,615947
168709,34598
168710,146084
168711,20798
168712,28104
168713,48775
168714,25614
168715,114699
168716,121203
168717,42760
168718,29410
168719,39921
168720,198362
168721,30877
168722,79732
168723,29865
168724,70781
168725,46095
168726,30451
168727,50645
168728,93350
168729,9160
168730,7624
168731,61793
168732,72900
168733,34391
168734,131250
168735,73905
168736,45490
168737,326623
168738,26437
168739,30959
168740,64599
168741,135883
168742,36277
168743,15106
168744,335753
168745,44671
168746,46515
168747,49244
168748,85890
168749,112503
168750,41450
168751,12032
168752,65953
168753,69143
168754,51644
168755,14254
168756,82661
168757,683134
168758,32473
168759,20737
168760,55107
168761,20342
168762,126322
168763,420079
168764,287251
168765,113091
168766,90889
168767,247161
168768,33105
168769,181363
168770,54984
168771,40538
168772,33528
168773,98687
168774,60476
168775,291348
168776,39621
168777,152511
168778,71634
168779,66462
168780,55843
168781,4362
168782,40344
168783,32639
168784,481891
168785,115641
168786,26114
168787,70297
168788,132901
168789,33188
168790,52763
168791,140545
168792,109393
168793,195339
168794,53183
168795,308224
168796,101386
168797,17227
168798,48391
168799,13927
168800,208596
168801,45145
168802,207046
168803,51762
168804,16330
168805,18271
168806,28633
168807,23806
168808,81691
168809,36039
168810,38667
168811,423894
168812,103469
168813,83580
168814,141126
168815,20714
168816,80417
168817,62037
168818,45504
168819,123541
168820,323223
168821,46728
168822,80945
